Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2005-08-01,17.887765884399414,17.97748018016009,17.777347682099137,17.811852876709672,61346800
2005-08-02,18.501981735229492,18.5640921870206,17.853274619639883,17.8739772260437,137510100
2005-08-03,18.805633544921875,18.929854454173615,18.44677343292572,18.467477356564306,139422400
2005-08-04,18.85392951965332,18.978150350737124,18.667598273027618,18.743511295643067,91461400
2005-08-05,19.157594680786133,19.281815605157295,18.805635833831182,18.833241068709242,82212400
2005-08-08,18.722820281982422,19.212802640298264,18.688315056819178,19.185197407135696,77207200
2005-08-09,18.8746337890625,18.98505201517176,18.639994729508054,18.78491815766805,64761800
2005-08-10,18.598588943481445,18.97815144588346,18.529577220420407,18.916041026757437,62818800
2005-08-11,18.819435119628906,18.840137725832378,18.55719069987319,18.619301151063237,48646800
2005-08-12,18.6676025390625,18.729712968798257,18.564085594932692,18.688306454404206,52006500
2005-08-15,18.778345108032227,18.896012642119587,18.473794930553783,18.67452112388305,45976600
2005-08-16,18.50840187072754,18.785266259331323,18.48071609196393,18.709129377586248,46894600
2005-08-17,18.653759002685547,18.792190555464366,18.45303146889474,18.563777239195282,52413100
2005-08-18,18.563777923583984,18.743740137005442,18.549934371737617,18.612229034852497,40861900
2005-08-19,18.49456214904785,18.626073255925935,18.480719916897907,18.58454391908847,36043500
2005-08-22,18.62607765197754,18.806039914338932,18.529175403088374,18.543018958699435,41691700
2005-08-23,18.598390579223633,18.736822165211702,18.508408794147055,18.577625247238107,48296700
2005-08-24,18.556865692138672,18.799122693276686,18.53610167388319,18.5776310305886,63645000
2005-08-25,18.709125518798828,18.750654838475523,18.58453623957548,18.619143785940512,39306300
2005-08-26,18.667604446411133,18.743742671668336,18.598389318207072,18.729899117949945,36774600
2005-08-29,18.792186737060547,18.847559610959546,18.556851692941432,18.556851692941432,52307700
2005-08-30,18.812955856323242,18.847563414421423,18.66067943222633,18.729895868616406,55163200
2005-08-31,18.951391220092773,18.992921882394995,18.716057401350106,18.806037862616954,65210200
2005-09-01,18.826797485351562,18.958307248851966,18.792188610593364,18.951385473900327,75974500
2005-09-02,18.702211380004883,18.87525182285424,18.667602499318726,18.833721166030852,52047500
2005-09-06,18.688365936279297,18.889093463361927,18.674522385405943,18.72989526870569,46089000
2005-09-07,18.584545135498047,18.764507367164498,18.563779805623263,18.646839804928508,44656100
2005-09-08,18.418426513671875,18.605309202343545,18.356131844050015,18.549936309367883,52552300
2005-09-09,18.397663116455078,18.563781812833266,18.36305554978239,18.425350225948467,41515800
2005-09-12,18.418426513671875,18.51532874633081,18.356131844050015,18.42534829031807,40550500
2005-09-13,18.328445434570312,18.522251227453307,18.25230852895417,18.369976096027067,63422900
2005-09-14,18.210769653320312,18.43918290752822,18.203847879532997,18.356124262467176,54969600
2005-09-15,18.183094024658203,18.293839826665433,18.148485136409633,18.252310480961246,60357200
2005-09-16,18.044662475585938,18.27307587451003,17.975446014052594,18.231546525667703,187384300
2005-09-19,17.996206283569336,18.18309028105292,17.89930405681214,18.058500949397196,61832300
2005-09-20,17.88545799255371,18.148478851182308,17.78163400415278,18.04465486278138,61043400
2005-09-21,17.643207550048828,17.926993837547208,17.601678203637732,17.85777738006597,68281800
2005-09-22,17.53938102722168,17.719343262977926,17.407869908747127,17.643205038567302,71314900
2005-09-23,17.490930557250977,17.67781457670573,17.387106542062995,17.51861634521058,66396800
2005-09-26,17.490930557250977,17.64320569151375,17.4493998950206,17.580911018362166,56203700
2005-09-27,17.53938102722168,17.615519251632303,17.51169392009275,17.560146357568378,48797900
2005-09-28,17.76778793334961,17.90622077837706,17.567060440079146,17.573982214349865,71019400
2005-09-29,17.954675674438477,17.99620500865035,17.65012414309938,17.726262355982588,66807100
2005-09-30,17.809324264526367,17.961600717997033,17.726265580991434,17.933913610022742,57644500
2005-10-03,17.65012550354004,17.809322397117604,17.608596166127157,17.795478844582032,55341300
2005-10-04,17.290203094482422,17.57398935390473,17.131006182161418,17.553225342850503,151666300
2005-10-05,17.07563591003418,17.338656878631753,17.07563591003418,17.331736420679402,73684700
2005-10-06,17.117162704467773,17.26943916058033,16.978731122776534,17.06871158486614,81724600
